CODE,Address,City,State,Country,Zip Code
TIJ1,Cañón del Padre,Tijuana,BC,Mexico,22203
TIL1,1111 N Cherry Ave,Chicago,IL,USA,60642
TIN1,710 S. Girls School Road,Indianapolis,IN,USA,46231
TIW1,One Sitcum Plaza,Tacoma,WA,USA,98421
TJA2,2302 MARIETTA BLVD NW,Atlanta,GA,USA,30318
TMA3,30 Northampton Street,Boston,MA,USA,2118
TMB8,13720 SW 272ND ST,HOMESTEAD,FL,USA,33032
TMD1,5501 Holabird Ave,Baltimore,MD,USA,21224
TMI1,900 Oakwood St.,YPSILANTI,MI,USA,48197
TMN1,763 Kasota Ave,Minneapolis,MN,USA,55414
TNC1,300 Dalton Ave.,CHARLOTTE,NC,USA,28206-3118
TNV2,1945 E. Russell Rd,LAS VEGAS,NV,USA,89119-2706
TNY1,850 3rd Ave.,Brooklyn,NY,USA,11232
TNYA,7 W 34th Street,New York,NY,USA,10001
TOH1,5845 Highland Ridge Drive,Cincinnati,OH,USA,45232
TON3,5540 Mino Lane,LOUISVILLE,KY,USA,40219
VUJK,15710 SAN ANTONIO AVE,CHINO,CA,USA,91708
VUJL,6710 OAKLEY INDUSTRIAL BLVD,UNION CITY,GA,USA,30291
VUJU,305 Resource Drive,BLOOMINGTON,CA,USA,92316
VUKF,18120 Bishop Ave,Carson,CA,USA,90746-4032
VUKG,3201 Centre Parkway,East Point,GA,USA,30344
VUKH,1901 W Airfield Dr,DFW Airport,TX,USA,75261
VUKI,400 Arlington Blvd,Swedesboro,NJ,USA,8085
VUKJ,19270 S. Western Avenue,Torrance,CA,USA,90501
VUKZ,400 Arlington Blvd,Logan Township,NJ,USA,8085
VULL,1350 S WATERMAN AVE,SAN BERNARDINO,CA,USA,92408
VUMC,650 Commerce Pkwy W Drive,Greenwood,IN,USA,46143
VUMD,548 W Merrill Ave,Rialto,CA,USA,92376-9101
VUME,"200 Docks Corner Road, Suite 241",South Brunswick,NJ,USA,8810
VUMF,500 PALMETTO LOGISTICS PKWY,PALMETTO,GA,USA,30268
VUMX,241 E Pacific Coast Hwy,Wilmington,CA,USA,90744-2920
VUOJ,"250 Declaration Avenue, Suite 500",McDonough,GA,USA,30253
VUOK,21837 W. Mississippi Ave,Elwood,IL,USA,60421
VUOL,14005 North Lombard,Portland,OR,USA,97203
VUPG,16110 Cosmos Street,Moreno Valley,CA,USA,92551
VUPH,9300 Olde Scotland Road,Shippensburg,PA,USA,17257
VUPJ,101 Mars Road,Wilmer,TX,USA,75172
VUPK,6720 Oakley Industrial Blvd,Union City,GA,USA,30291
VUPM,22001 84th Avenue,Kent,WA,USA,98032
VUPN,340 Westridge Parkway,McDonough,GA,USA,30253
VUPO,4808 Mountain Creek Parkway,Dallas,TX,USA,75236
VUPQ,9211 Kaiser Way,Fontana,CA,USA,92335
VUPS,3049 Westway Drive,Edwardsville,IL,USA,62025
VUPU,"14916 STATE HIGHWAY 177, Building 1",Jackson,MO,USA,63755
VUPV,2001 Premier Pkwy,Saint Peters,MO,USA,63376
VUPW,8778 Le St Dr,West Chester,OH,USA,45014-2260
VUPX,2300 W San Bernardino Ave,Redlands,CA,USA,92374
VUPY,2501 Rockhouse Road,Lithia Springs,GA,USA,30122
VUPZ,4800 Henrietta Creek Rd,Fort Worth,TX,USA,76177
VUQC,2020 Ocean Avenue,Ronkonkoma,NY,USA,11779
VUQD,3101 IN-62,Mt Vernon,IN,USA,47620
VUQE,69 Green Mountain Road,Hazleton,PA,USA,18202
VUQF,2100 Innovation Blvd,Mooresville,IN,USA,46158
VUQH,381 Airtech Pkwy,Plainfeild,IN,USA,46168
VUQI,512 Liberty Expressway,Albany,GA,USA,31705
VUQM,441 Masters Boulevard,Anderson,SC,USA,29626
VUQN,1711 S 4650 W,Salt Lake City,UT,USA,84104
VUQO,2425 E. Perry Rd,PLAINFIELD,IN,USA,46168
VUQP,655 E Park St,LOCK HAVEN,PA,USA,17745
VURY,670 N Perkins St,Appleton,WI,USA,54914
VUTD,8291 Milliken Avenue,Rancho Cucamonga,CA,USA,91730
VUTE,1020 SH Morgan Pkwy,Pooler,GA,USA,31322
VUTF,16047 Mountain Ave,CHINO,CA,USA,91708
VUTG,100 E MILLSDALE RD,Elwood,IL,USA,60421
VUTH,25451 Mountain House Pkwy,TRACY,CA,USA,95377
VUTI,380 DEANS RHODE HALL RD,MONROE TOWNSHIP,NJ,USA,8831
VUVB,2053 East Jay St,Ontario,CA,USA,91764
SLT7,3931 Lakeview Corporate Dr.,Edwarsville,IL,USA,62025
SMA1,5 5TH ST,PEABODY,MA,USA,01960-4915
SMA2,1025 ELM ST,BRIDGEWATER,MA,USA,2324
SMAA,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,zip
SMD1,7200 DORSET RUN ROAD,ELKRIDGE,MD,USA,21075
SMF1,4900 W Elkhorn Blvd,Sacramento,CA,USA,95835-9505
SMF2,2935 Ramco St.,West Sacramento,CA,USA,95691
SMF3,1540 Zephyr St,Stockton,CA,USA,95206-8201
SMF5,300 CROCKER DR,VACAVILLE,CA,USA,95688
SMF6,4930 Allbaugh Dr,Sacramento,CA,USA,95837-9109
SMF7,4800 Midway Rd,Vacaville,CA,USA,95688
SMF9,300 Crocker Dr,Vacaville,CA,USA,95688
SMI1,1400 E. TEN MILE RD,HAZEK PARK,MI,USA,48030
SMN1,7500 Setzler Prkwy N,Brooklyn Park,MN,USA,55445-1879
SMO2,1659 SAUGET BUSINESS BLVD,EAST SAINT LOUIS,IL,USA,62206
SMOA,"Av. Jesus Reyes Heroles 69, col. San Juan Ixtacala",Tlalnepantla,Estado de Mexico,Mexico,38108
SMSA,San Andres Atoto 21B col. San Esteban,Naucalpan,Estado de Mexico,Mexico,53550
SNA4,2496 W WALNUT,RIALTO,CA,USA,92376-3009
SNA6,5250 Goodman Way,Eastvale,CA,USA,91752-5088
SNA7,555 E Orange Show Rd,San Bernardino,CA,USA,92408-2453
SNA8,555 East Orange Show Rd,San Bernadino,CA,USA,92408
SNA9,5250 Goodman Road,Eastvale,CA,USA,92880
SNC2,10622 BRYTON CORPORATE CENTER DR,HUNTERSVILLE,NC,USA,28078
SNC3,5 NATIONAL DR,DURHAM,NC,USA,27703
SNCT,st,Paterson,NJ,USA,7503
SNJ1,5 Dedrick Place,West Caldwell,NJ,USA,7006
SNJ2,344 Hurffville Crosskeys rd,SEWELL,NJ,USA,8080
SNJ3,1798 Rte. 130 N,BURLINGTON,NJ,USA,8016
SNV1,7970 S VALLEY VIEW BLVD STE 130,LAS VEGAS,NV,USA,89139
SNY1,2294 ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,USA,10030
SNY2,9210 ATLANTIC AVE,OZONE PARK,NY,USA,11416
SNY3,153 NOTCH RD,CLIFTON,NJ,USA,7013
SNY4,274 36TH ST,BROOKLYN,NY,USA,11232
SNY5,4-09 47TH RD,LONG ISLAND CITY,NY,USA,10007
SOH1,6895 ENGLE RD,CLEVELAND,OH,USA,44130
SOH2,"1120 STRATEGIC PARKWAY, BLDG 2",SPRINGFIELD,OH,USA,45246
SOH3,6322 COLLINGS DR,LOCKBOURNE,OH,USA,43137
SOR3,701 NE Columbia Blvd,PORTLAND,OR,USA,97211
SPA1,1300 N BROAD ST,PHILADELPHIA,PA,USA,19121
SQGH,st,Carnation,WA,USA,98014
STC2,2811 BEVERLY RD STE 200,EAGAN,MN,USA,55121
STL3,3200 E. SAWYER RD,REPUBLIC,MO,USA,65738
STL4,3050 GATEWAY COMMERCE CENTER DRIVE S,EDWARDSVILLE,IL,USA,62025-2815
STL5,462 HAZELWOOD LOGISTICS CENTER DR.,HAZELWOOD,MO,USA,63042
STL6,3931 Lakeview Corporate Dr,Edwardsville,IL,USA,62025-2801
STL7,3931 Lakeview Corporate Drive,Edwardsville,IL,USA,62025
STL8,4000 PREMIER PKWY,SAINT PETERS,MO,USA,63376
STL9,8850 Springdale Ave,Berkeley,MO,USA,63114-2403
STN1,2 Dell Pkwy,Nashville,TN,USA,37217
STP2,10655 COUNTY ROAD 81,MAPLEGROVE,MN,USA,55369
INY4,150 E 53rd St,NEW YORK,NY,USA,10022
INY5,315 Park Ave S,NEW YORK,NY,USA,10010
INY6,30 Rockefeller Plaza,New York,NY,USA,10112
INY7,11 W. 42nd St.,New York,NY,USA,10036
INY9,165 Broadway,New York,NY,USA,10006
IRV1,4139 Campus Drive,Irvine,CA,USA,92612
ISE1,2131 7th Ave,Seattle,WA,USA,98121
ISE2,"1227 124th Ave NE, Building 2, Suite A200",Bellevue,WA,USA,98004
ISE5,20202 84th Ave South,Kent,WA,USA,98032
ISE6,307 Fairview Avenue North,Seattle,WA,USA,98109
ISE7,920 5th Avenue,Seattle,WA,USA,98104
ISE8,20202 84th Ave South,Kent,WA,USA,98032
ISE9,1122 Madison,Seattle,WA,USA,98104
ISF1,300 California St.,San Francisco,CA,USA,94104
ISF2,98 Post St.,San Francisco,CA,USA,94104
ISF3,845 Market St,San Francisco,CA,USA,94103
ISF4,3 Embarcadero Center,San Francisco,CA,USA,94111
ISF5,575 Market St,San Francisco,CA,USA,94105
ISM1,2314 WAVERLY BARN RD,DAVENPORT,FL,USA,33897
IST1,1555 N. Chrisman Rd,Tracy,CA,USA,95304
ITUS,1926 6TH AVE S,SEATTLE,WA,USA,98134
ITX1,9851 Fallbrook Pines,Houston,TX,USA,77064-3329
ITX2,6811 Fairbanks N Houston Road,Houston,TX,USA,77040-1437
IUSA,1001 W Walnut St,Compton,CA,USA,90220-5111
IUSE,10 Sonny Perdue Drive,SAVANNAH,GA,USA,31408
IUSK,4501 Patterson Ave,PERRIS,CA,USA,92571
IUSL,600 PRINCIPIO PKWY W,NORTH EAST,MD,USA,21901
IUSM,4200 FERRY RD,NAPERVILLE,IL,USA,60563
IVSA,4620 OLYMPIC BLVD.,ERLANGER,KY,USA,41018
IVSB,3521 POINT PLEASANT RD.,HEBRON,KY,USA,41048
IVSC,1225 Forest Parkway,West Deptford,NJ,USA,8066
IVSD,800 ARLINGTON BLVD,SWEDESBORO,NJ,USA,8085
IVSE,2951 MARION DR UNIT 101,LAS VEGAS,NV,USA,89115
IVSF,2821 MARION DR,LAS VEGAS,NV,USA,89115
IWA2,15518 Meridian Ave E,Puyallup,WA,USA,98375
Jan1,219 MADISON COUNTY PARKWAY,CANTON,MS,USA,39046
JAX1,12900 Pecan Park Road,Jacksonville,FL,USA,32218
JAX2,12900 Pecan Park Rd,Jacksonville,FL,USA,32218-2432
JAX3,13333 103rd St,Jacksonville,FL,USA,32210-8686
JAX5,4948 BULLS BAY HWY,JACKSONVILLE,FL,USA,32219
JAX6,2619 IGNITION DR,JACKSONVILLE,FL,USA,32218
JAX7,10501 COLD STORAGE RD,JACKSONVILLE,FL,USA,32218
JFK2,7 W 34th St,New York,NY,USA,10001
JFK7,7 W 34th St,New York,NY,USA,10001-8100
JFK8,546 Gulf Ave.,Staten Island,NY,USA,10314
JFK9,80 Grumman Rd W,Bethpage,NY,USA,11714-5000
JHW1,4333 INTEGRATION LOOP,COLORADO SPRINGS,CO,USA,80916
JVL1,1255 GATEWAY BLVD,BELOIT,WI,USA,53511
KBWI,27350 Mathison Way,Baltimore,MD,USA,21240
KCA6,1553 N Alder Ave,RIALTO,CA,USA,92376
KCA8,1553 N Alder Ave,RIALTO,CA,USA,92376
PISB,376 Zappos.com Blvd,Shepherdsville,KY,USA,40165
PISC,271 Omega Parkway,Shepherdsville,KY,USA,40165
PIT2,101 N Campus Dr,Imperial,PA,USA,15125-2402
PIT5,2250 Roswell Dr,Pittsburgh,PA,USA,15205-1800
PIT9,3400 POTATO GARDEN RUN RD,IMPERIAL,PA,USA,15126
PKC1,30901 W 185th St,EDGERTON,KS,USA,66021
PMD1,COLUMBIA AVE,PALMDALE,CA,USA,98550
PNE1,2455 BOULEVARD OF THE GENERALS,NORRISTOWN,PA,USA,19403
PNE2,18 Applegate Dr.,Robbinsville,NJ,USA,08691-2342
PNE5,18 APPLEGATE DR.,ROBBINSVILLE,NJ,USA,8691
POD1,560 Merrimac Avenue,MIDDLETOWN,DE,USA,19709
POD4,14601 Grant Street,THORNTON,CO,USA,80023
POH1,1901 Beggrow St,Lockbourne,OH,USA,43137-7566
POH2,1901 Beggrow St,Lockbourne,OH,USA,43137-7566
POR1,1131 SW Jefferson,Portland,OR,USA,97201
POZ1,st,Pozna?,pr,Poland,zip
PPA1,545 Oak Hill Road,Mountaintop,PA,USA,18707-2141
PPA2,1057 HANOVER ST,HANOVERTOWNSHIP,PA,USA,18706
PPH3,2306 South Street,PHILADELPHIA,PA,USA,19146-1122
PPX2,3809 E. WATKINS ST,PHOENIX,AZ,USA,85034
PRG1,U Trati 216,Dobrovfz,pr,Czech Republic,25261
PRG2,K Amazonu 256,Dobrovfz,pr,Czech Republic,25261
PRTO,6110 Cantay Rd.,Mississauga,ON,Canada,L5R 3W
PSP1,1010 W. Fourth St.,BEAUMONT,CA,USA,92223
PTX1,2101 Danieldale Road,Lancaster,TX,USA,75134-1551
PUR1,1198 Third Street,West Lafayette,IN,USA,47907
PWA1,2309 Milwaukee Way,Tacoma,WA,USA,98421-2709
QAE1,2121 7th Ave.,SEATTLE,WA,USA,98121
R1C1,5000 COMMERCE WAY,PETERSBURG,VA,USA,23803-6917
RAC2,3940 S. Lakeside Dr.,WAUKEGAN,IL,USA,60085
RAD1,3818 Logistics Way,Antioch,TN,USA,37013
RBD5,3500 S. AIRFIELD DR,IRVING,TX,USA,75261
RCLJ,3540 BIRTCHER DR,LAS VEGAS,NV,USA,89119
RDG1,3563 Mountin Rd,Hamburg,PA,USA,19526-7947
RDG2,270 MIDWAY RD,BETHEL,PA,USA,19507
RDU1,4851 JONES SAUSAGE ROAD,GARNER,NC,USA,27529
RDU2,2095 West Market Street,SMITHFIELD,NC,USA,27577
RDU5,1805 TW ALEXANDER DRIVE,DURHAM,NC,USA,27703-8389
RDU9,13875 Senator Ralph Scott Prkwy,Mebane,NC,USA,27302
RELO,201 Spear St,San Francisco,CA,USA,94105-1630
RFD1,"4650 SHEPARD TRAIL, SUITE A",ROCKFORD,IL,USA,61103
RFD2,41W368 Freeman Road,HUNTLEY,IL,USA,60142
RGA1,4600 OLYMPIC BLVD,ERLANGER,KY,USA,41018
RHA1,635 Elliott Ave W,SEATTLE,WA,USA,98119
RIC1,5000 Commerce Way,Petersburg,VA,USA,23803-6917
RIC2,1901 MEADOWVILLE TECHNOLOGY PKWY,CHESTER,VA,USA,23836-2841
RIC3,4949 Commerce Rd.,Richmond,VA,USA,23234
RIC4,5901 RICHMOND HENRICO TPKE,RICHMOND,VA,USA,23227
RIC5,11600 N. LAKERIDGE PARKWAY,ASHLAND,VA,USA,23005
RIC9,11600 N Lakeridge Pkwy,Ashland,VA,USA,23005
RIM2,777 Freeport Pkwy.,COPPELL,TX,USA,75019
VUBP,6500 POWERLINE RD,SACRAMENTO,CA,USA,95835
VUBQ,700 PALMETTO LOGISTICS PKWY STE A,PALMETTO,GA,USA,30268
VUBR,1405 N LOCUST AVE,RIALTO,CA,USA,92376
VUBS,121 RIDGE RD,JAMESBURG,NJ,USA,8831
VUCA,702 Commerce Drive,University Park,IL,USA,60484
VUCB,5197 Commerce Drive,YORK,PA,USA,17408
VUCF,1467 Perryman Rd,ABERDEEN,MD,USA,21001
VUCG,1595 Oakley Industrial Blvd,FAIRBURN,GA,USA,30213
VUCH,17486 NISQUALLI RD,VICTORVILLE,CA,USA,92395
VUCL,1460 CARGO CT,MINOOKA,IL,USA,60447
VUCO,960 WAUHATCHIE PIKE,CHATTANOOGA,TN,USA,37419
VUCP,84 ZIONS VIEW RD,MANCHESTER,PA,USA,17345
VUCT,13401 ASHMORE LN,NORTHLAKE,TX,USA,76262
VUFC,115 KENNEDY DR,SAYREVILLE,NJ,USA,8872
VUGA,508 Delaware Ave,West Pittston,PA,USA,18643
VUGE,3450 Dulles Dr,Mira Loma,CA,USA,91752-3242
VUGH,7875 White Road,Austell,GA,USA,30168
VUGJ,4275 Fritch Dr,Bethlehem,PA,USA,18020
VUGK,4120 Indian Ave,Perris,CA,USA,92571-7413
VUGL,1200 Distribution Drive,Carlisle,PA,USA,17013
VUGM,597 Alexander Spring Rd.,Carlisle,PA,USA,17015
VUGO,300 Interstate West Parkway,Austell,GA,USA,30168
VUGP,234 Walnut Bottom Road,Shippensburg,PA,USA,17257
VUGR,1565 N Mac Arthur Dr.,TRACY,CA,USA,95376
VUGT,17789 Harvill Avenue,PERRIS,CA,USA,92570
VUGX,2 ABBOTT PARK WAY,TIPP CITY,OH,USA,45371
VUH1,0200 AMARGOSA RD,HESPERIA,CA,USA,92345
VUH2,2001 Commerce Parkway,FRANKLIN,IN,USA,46131
VUH3,101 ONEIL ROAD,SIDNEY,NY,USA,13838
VUH4,2830 E Philadelphia Street,ONTARIO,CA,USA,91761
VUH5,800 W Stephens St,ARLINGTON,TX,USA,76017
VUH6,5900 Long Creek Park Dr,CHARLOTTE,NC,USA,28269
VUH7,3355 E Cedar St,ONTARIO,CA,USA,91761
VUH8,4433 Fyler Avenue,SAINT LOUIS,MO,USA,63116
VUH9,2325 Cottonwood Ave,RIVERSIDE,CA,USA,92508
VUHA,700 Chase Street,Gary,IN,USA,46404
VUHE,3401 Innovative Way,Mesquite,TX,USA,75149
VUHF,11111 80TH AVE,Pleasant Prairie,WI,USA,53158
VUHG,28625 Fountain Parkway,Solon,OH,USA,44139
VUI1,909 E 236th St,CARSON,CA,USA,90745
VUI2,101 Center Point Drive,ROCHELLE,IL,USA,61068
VUI3,17150 Mercury St.,OLATHE,KS,USA,66061
VUI4,303 Nelson Avenue,NEOSHO,MO,USA,64850
VUI5,13133 Innovation Way,VICTORVILLE,CA,USA,92395
VUI6,15835 San Antonio Ave.,CHINO,CA,USA,91708
VUI7,2801 North Houston School Road,LANCASTER,TX,USA,75134
VUI8,212 Progress Blvd,KENT,OH,USA,44240
VUJ2,13052 Jurupa Ave,FONTANA,CA,USA,92337
VUJC,9606 West Hills Ct Suite A,KUTZTOWN,PA,USA,19530
VUJE,355 Byrd Avenue,NEENAH,WI,USA,54956
VUJH,11940 S HARLAN RD,LATHROP,CA,USA,95330
VUJI,4500 NORTHPORT DR,NORTHLAKE,TX,USA,76262
XUKD,Royal Oak W,Daventry,East Midlands,United Kingdom,NN11 8QL
XUSB,14900 Frye Rd,Fort Worth,TX,USA,76155-2726
XUSC,40 Logistics Dr,Carlisle,PA,USA,17013-7901
XUSD,1909 Zephyr St,Stockton,CA,USA,95206
XUSE,"5490 Industrial Court, Suite 300",Whitestown,IN,USA,46075
XUSF,"901 West Landstreet Road, Suite C",Orlando,FL,USA,32824
XUSG,9645 West Hills Court,Kutztown,PA,USA,19530
XUSH,"7037 West Van Buren Street, Menlo Worldwide Logistics",Phoenix,AZ,USA,85043-3313
XUSI,101 Broome Corporate Pkwy,Conklin,NY,USA,13748
XUSJ,1590 Tamarind Ave,Rialto,CA,USA,92376
XUSK,31450 W 196th St.,Edgerton,KS,USA,66021
XUSL,610 Chelsea Rd,Aberdeen,MD,USA,21001
XUSM,610 Chelsea Road,Aberdeen,MD,USA,21001
XUSN,4200 Ferry Rd,Aurora,IL,USA,60502
XUSO,657 Nance Street,Perris,CA,USA,92571
XUSP,st,Aberdeen,MD,USA,21001
XUSQ,152 Route 206,Hillsborough,NJ,USA,8844
XUSR,5425 Dixie Highway,Saginaw,MI,USA,48601
XUSS,502 10th Ave.,Algona,WA,USA,98001
XUST,3251 De Forest Circle,Mira Loma,CA,USA,91752
XUSU,st,Rock Hill,SC,USA,29730
XUSV,2255 W. Lugonia Avenue,Redlands,CA,USA,92374-5049
XUSW,7911 S 188th St. No. 103,Kent,WA,USA,98032
XUSX,19949 Kendall Dr.,San Bernardino,CA,USA,92407
XUXC,12415 Old Lagrange Rd,Louisville,KY,USA,40245
XUXD,5000 Shelbyville Rd,Louisville,KT,USA,40207
XUXE,17-19 Union Sq. W.,New York,NY,USA,10003
XUXZ,5540 Minor Lane,Louisville,KY,USA,40219
YEG1,1440 39 Ave,Edmonton,AB,Canada,T6W 1A7
YOO1,858 Salem Rd N,Ajax,ON,Canada,L1Z 0K4
YOW1,"5225 Boundary Road, Navan",Ottawa,ON,Canada,K4B 0L3
YVR2,450 Derwent Pl.,Delta,BC,Canada,V3M 5Y9
YVR3,109 Braid Street,New Westminster,BC,Canada,V3L5H4
YVR4,4189 Salish Sea Drive,Tsawwassen,BC,Canada,V4M 0B9
YXX2,16131 Blundell Rd,Richmond,BC,Canada,V6W 0A3
YYC1,293069 Colonel Robertson Way,Calgary,AB,Canada,T0M 0E0
YYZ1,6363 Millcreek Drive,Mississauga,ON,Canada,L5N 1L8
YYZ2,2750 Peddie Rd,Milton,ON,Canada,L9T 0K1
YYZ3,7995 Winston Churchill Blvd.,Brampton,ON,Canada,L6Y 5Z4
YYZ4,8050 Heritage Road,Brampton,ON,Canada,L6Y 0C9
YYZ6,8050 Heritage Road,Brampton,ON,Canada,L6Y0C9
YYZ7,12724 Coleraine Dr,Bolton,ON,Canada,L7E 4L8
YYZ9,900 Passmore Ave,Scarborough,ON,Canada,M1X 0A1
ZAP1,9101 Minor Lane,Louisville,KY,USA,40219
ZAP2,9101 Minor Lane,Louisville,KY,USA,40219
ZAP3,12415 Old Lagrange Rd,Louisville,KY,USA,40245
ZYO1,3850 21st St,Long Island City,NY,USA,11101-3604
ZYO2,1894 Shore Parkway,Brooklyn,NY,USA,11214
PIT1,2250 Roswell Drive,Pittsburgh,PA,USA,15205
RIM3,4545 Spring Valley Rd.,DALLAS,TX,USA,75224
RJY1,3301 Wayne Trace,FORT WAYNE,IN,USA,46806
RJY2,1450 Atlantic Ave,ROCKY MOUNT,NC,USA,27801
RJY3,1 General Way,MAYFIELD,KY,USA,42066
RJY4,4501 Mitchell St.,NORTH LAS VEGAS,NV,USA,89081
RNM9,1075 Aviation Blvd,HEBRON,KY,USA,41048
RNO1,1600 E NEWLANDS DR,FERNLEY,NV,USA,89408-8903
RNO2,8000 North Virginia Street,Reno,NV,USA,85906
RNO3,555 MILAN DRIVE,SPARKS,NV,USA,89434-5606
RNO4,8000 N Virginia St,Reno,NV,USA,89506
RNT9,7449 45th St CTE,Fife,WA,USA,98424-3775
ROC1,2600 MANITOU RD,ROCHESTER,NY,USA,14653
RPNC,165 One Genesis Way,SPRUCE PINE,NC,USA,28777
RPNV,4950 Joule St.,RENO,NV,USA,89502
RRPR,1910 International Way,HEBRON,KT,USA,41048
RSC1,1651 California St,Redlands,CA,USA,92374
RSW5,16581 Domestic Ave,Fort Myers,FL,USA,33912
RTPX,2700 Story Road West,IRVING,TX,USA,75038
SAC5,8040 METRO AIR PKWY,SACRAMENTO,CA,USA,95836
SAMA,52500 Ahmadabad.,Ahmadabad,Gujarat,India,zip
SAN3,6971 OTAY MESA RD,SAN DIEGO,CA,USA,92154
SAT1,6000 Enterprise Ave,Schertz,TX,USA,78154-1461
SAT2,1401 E McCarty Ln,San Marcos,TX,USA,78666-8969
SAT3,6806 CAL TURNER DR,SAN ANTONIO,TX,USA,78220
SAT4,10390 US 90 E,San Antonio,TX,USA,78245
SAT5,1410 SOUTH CALLAGHAN RD,SAN ANTONIO,TX,USA,78227-2204
SAT6,1346 FORTUNA RD,SAN MARCOS,TX,USA,78666
SAT9,1214 N FOSTER RD,SAN ANTONIO,TX,USA,78220
SAV1,"Georgia Ports Authority, Garden City Terminal, Building CFS #2",Garden City,GA,USA,31408
SAV3,7001 Skipper Rd,Macon,GA,USA,31216-6427
SAV4,800 PINE MEADOW DR,POOLER,GA,USA,31322
SAX1,4041 PECK RD,EL MONTE,CA,USA,91732-2246
SAX2,2246 S GRAND AVE,SANTA ANA,CA,USA,92705-5210
SAX3,1245 N SPRING ST,LOS ANGELES,CA,USA,90012
SAX4,5239 N FIGUEROA ST,LOS ANGELES,CA,USA,90042
SAX5,725 CROCKER ST,LOS ANGELES,CA,USA,90021
SAZ1,3333 S. 7th St.,Phoenix,AZ,USA,85040
SBD1,3388 S Cactus Ave,Bloomington,CA,USA,92316-3819
SBD2,1494 S Waterman Ave,SAn Bernardino,CA,USA,94208-2805
SBD3,5990 N. CAJON BLVD,SAN BERNARDINO,CA,USA,92407
SBD5,11100 IBERIA ST,JURUPA VALLEY,CA,USA,91752
SBD6,EUCALYPTUS AVE,CHINO,CA,USA,91708
SBOA,52500 Mumbai.,Mumbai,Maharashtra,India,zip
SBPX,st,Somerset,NJ,USA,8873
SBU1,"100 Nicolas Road, Frank Melville Jr. Library, Room E0319",Stony Brook,NY,USA,11794
SBX2,"4718 Helgesen Drive, Suite 1",Madison,WI,USA,53718-6740
SCA2,12453 SAN PABLO AVE,RICHMOND,CA,USA,94805-1954
SCA3,10 N MAIN ST,MILPITAS,CA,USA,95035-4342
SCA4,16915 Via Del Campo,San Diego,CA,USA,92127
SCA5,1120 EXPOSITION BLVD,SACRAMENTO,CA,USA,95815-4328
SCA6,3096 MCCLINTOCK AVE,LOS ANGELES,CA,USA,90089-3504
HIL2,1111 N Cherry Ave,Chicago,IL,USA,60642-4204
HIL3,30260 Graaskamp Blvd,WILMINGTON,IL,USA,60481
HIN9,19 BOB GLIDDEN BLVD,WHITELAND,IN,USA,46184
HIO9,23677 NM Huffman St.,Hillsboro,OR,USA,97124
HJX9,2780 LLOYD RD,JACKSONVILLE,FL,USA,32254
HLA9,4375 N Perris Blvd.,PERRIS,CA,USA,92571
HLU9,3931 LAKEVIEW CORPORATE DR,EDWARDSVILLE,IL,USA,62025
HMD3,13905 Crayton Blvd,HAGERSTOWN,MD,USA,21742
HME9,4477 WINCHESTER RD,MEMPHIS,TN,USA,38118
HMK4,16555 W Small Rd,New Berlin,WI,USA,53151
HMO3,83307 Hermosillo,Hermosillo,Sonora,Mexico,83180
HMS9,9800 217TH ST W,LAKEVILLE,MN,USA,55044
HMW1,30260 GRAASKAMP BLVD,WILMINGTON,IL,USA,60481
HMW3,6651 Chippewa St,SAINT LOUIS,MO,USA,63109
HMW4,263 E Whittier St,COLUMBUS,OH,USA,43206
HNC3,1850 E 3RD ST,CHARLOTTE,NC,USA,28204
HND2,25900 915 Aoyagi,Sayama-shi,Saitama,Japan,350-1301
HND3,355300 2-1-1 2FL Kawashima,"Kawajima-machi, Hiki-gun",Saitama,Japan,350-0168
HNE1,2205 STATE ROUTE 27,EDISON,NJ,USA,8817
HNJ2,940 Monroe Street,Hoboken,NJ,USA,7030
HNW1,20529 24th Ave S,SEATAC,WA,USA,98198
HOU1,8120 Humble Westfield Rd,Humble,TX,USA,77338-4142
HOU2,10550 Ella Blvd,Houston,TX,USA,77038-2324
HOU3,778 Igloo Rd,Katy,TX,USA,77423-2769
HOU5,22525 Clay Rd,Katy,TX,USA,77449-8200
HOU6,10507 HARLEN BLVD,RICHMOND,TX,USA,77407
HOU7,"16225 TOMBALL PKWY, BLDG 1",HOUSTON,TX,USA,77064
HOU8,2303 HURRICANE LANE,FRESNO,TX,USA,77545
HOU9,22525 CLAY RD,KATY,TX,USA,77449
HOUX,2701 W Bethel Road,Coppell,TX,USA,75261
HPD9,15000 N LOMBARD,PORTLAND,OR,USA,97203
HPH9,298 1ST AVE,GOULDSBORO,PA,USA,18424
HPX9,3333 S 59TH AVE,PHOENIX,AZ,USA,85043
HRB1,"Haerbin, Heilongjiang",Haerbin,Heilongjiang,China,zip
HRC9,4949 Commerce Rd.,RICHMOND,VA,USA,23234
HSE1,13905 CRAYTON BLVD,HAGERSTOWN,MD,USA,21742
HSF6,1401 GRIFFITH ST,SAN FRANCISCO,CA,USA,94124
HSF9,44051 OSGOOD RD,FREEMONT,CA,USA,94539
HSG1,3-1-3 Yayoigaoka,Tosu-shi,Saga,Japan,841-0005
HSH1,5801 NICCO WAY,LAS VEGAS,NV,USA,89115
